Категория;Бренд;Название;Цена;Артикул;Есть описание;Фото;URL
Полировальные круги и пады;MaxShine;Шерстяной полировальный круг 125 мм MaxShine режущий, стриженный мех;1115;2061125R;нет;https://static.tildacdn.com/stor3037-6239-4434-b636-306361363635/50580057.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/449236331232-sherstyanoi-polirovalnii-krug-125-mm-max
Полировальные круги и пады;MaxShine;Шерстяной полировальный круг 75 мм MaxShine режущий, стриженный мех;620;2061080R;нет;https://static.tildacdn.com/stor6238-3964-4636-b965-373865356130/80531298.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/743328693352-sherstyanoi-polirovalnii-krug-75-mm-maxs
Полировальные круги и пады;MaxShine;Меховой полировальный круг 150 мм MaxShine, длинный мех;1436;2064150R;нет;https://static.tildacdn.com/stor3233-6163-4266-b865-333634356465/90122973.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/859426747582-mehovoi-polirovalnii-krug-150-mm-maxshin
Полировальные круги и пады;MaxShine;Меховой полировальный круг 125 мм MaxShine, длинный мех;1390;2064125R;нет;https://static.tildacdn.com/stor3233-6163-4266-b865-333634356465/90122973.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/234968882722-mehovoi-polirovalnii-krug-125-mm-maxshin
Полировальные круги и пады;MaxShine;Меховой полировальный круг 75 мм MaxShine, длинный мех;750;2064075R;нет;https://static.tildacdn.com/stor3034-3066-4430-b665-333433393636/79363573.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/968272692602-mehovoi-polirovalnii-krug-75-mm-maxshine
Полировальные круги и пады;MaxShine;Полировальный круг из искусственного меха 150 мм MaxShine, режущий, микрофибра;1300;2052150B;нет;https://static.tildacdn.com/stor3863-6363-4433-a233-656336313537/57803980.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/265635894082-polirovalnii-krug-iz-iskusstvennogo-meha
Полировальные круги и пады;MaxShine;Полировальный круг из искусственного меха 130 мм MaxShine, режущий, микрофибра;1050;2052130B;нет;https://static.tildacdn.com/stor3863-6363-4433-a233-656336313537/57803980.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/422493599452-polirovalnii-krug-iz-iskusstvennogo-meha
Полировальные круги и пады;MaxShine;Полировальный круг из искусственного меха 80 мм MaxShine, режущий, микрофибра;620;2052080B;нет;https://static.tildacdn.com/stor3863-6363-4433-a233-656336313537/57803980.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/932102819022-polirovalnii-krug-iz-iskusstvennogo-meha
Полировальные круги и пады;MaxShine;Микрофибровый режущий круг 155мм MaxShine;1090;2051155B;нет;https://static.tildacdn.com/stor3931-6265-4630-a661-613339376264/47049998.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/515825970512-mikrofibrovii-rezhuschii-krug-155mm-maxs
Полировальные круги и пады;MaxShine;Микрофибровый режущий круг 130 мм MaxShine;898;2051130B;нет;https://static.tildacdn.com/stor3931-6265-4630-a661-613339376264/47049998.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/802530995472-mikrofibrovii-rezhuschii-krug-130-mm-max
Полировальные круги и пады;MaxShine;Микрофибровый режущий круг 80 мм MaxShine;690;2051080B;нет;https://static.tildacdn.com/stor3733-3938-4035-b366-646432353232/95367599.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/764076010882-mikrofibrovii-rezhuschii-krug-80-mm-maxs
Полировальные круги и пады;MaxShine;Меховой полировальный круг 150 мм без подложки MaxShine, длинный мех;841;2063150.0;нет;https://static.tildacdn.com/stor3230-3065-4334-b062-623666393162/66604414.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/518322114862-mehovoi-polirovalnii-krug-150-mm-bez-pod
Полировальные круги и пады;MaxShine;MaxShine Premium Wool Cutting Pad - 6 Inch, длинный мех, тонкий поролон;1770;2060150R;нет;https://static.tildacdn.com/stor6363-6233-4834-a562-306138616639/39814780.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/140441489112-maxshine-premium-wool-cutting-pad-6-inch
Полировальные круги и пады;MaxShine;MaxShine Premium Wool Cutting Pad - 5 Inch, длинный мех, тонкий поролон;1515;2060125R;нет;https://static.tildacdn.com/stor3237-3431-4161-a466-333531373331/39836644.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/274826020572-maxshine-premium-wool-cutting-pad-5-inch
Полировальные круги и пады;MaxShine;MaxShine Premium Wool Cutting Pad - 3 Inch, длинный мех, тонкий поролон;795;2060080R;нет;https://static.tildacdn.com/stor3536-6430-4139-b632-303834656266/41000640.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/829104653562-maxshine-premium-wool-cutting-pad-3-inch
Полировальные круги и пады;MaxShine;High Pro Поролоновый полировальный круг MaxShine, 155-175*30 мм, сильно режущий твердый, зеленый;1058;2020175G;нет;https://static.tildacdn.com/stor3662-6437-4534-a230-613332653066/45244570.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/913053237492-high-pro-porolonovii-polirovalnii-krug-m
Полировальные круги и пады;MaxShine;Low pro Поролоновый полировальный круг MaxShine, 150-170*20 мм, режущий жесткий, зеленый;990;2071170G;нет;https://static.tildacdn.com/stor6666-3533-4262-b664-376630363635/97959503.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/147199361632-low-pro-porolonovii-polirovalnii-krug-ma
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг сильно режущий очень жесткий зеленый 150-165*20 мм MaxShine;850;2020165G;нет;https://static.tildacdn.com/stor3439-3361-4762-b434-373664343938/73143564.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/784936180782-porolonovii-polirovalnii-krug-silno-rezh
Полировальные круги и пады;MaxShine;High pro Поролоновый полировальный круг MaxShine, 130-155*30 мм, сильно режущий твердый, зеленый;1120;2020155G;нет;https://static.tildacdn.com/stor3662-6437-4534-a230-613332653066/45244570.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/324260661172-high-pro-porolonovii-polirovalnii-krug-m
Полировальные круги и пады;MaxShine;Low pro Поролоновый полировальный круг режущий жесткий зеленый 125-148x20мм;850;2071148G;нет;https://static.tildacdn.com/stor6666-3533-4262-b664-376630363635/97959503.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/358859137712-low-pro-porolonovii-polirovalnii-krug-re
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг сильно режущий очень жесткий зеленый 130-150*20 мм MaxShine;756;2020148G;нет;https://static.tildacdn.com/stor3439-3361-4762-b434-373664343938/73143564.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/188835127582-porolonovii-polirovalnii-krug-silno-rezh
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг полировочный средний желтый 150-165*20 мм MaxShine;850;2022165Y;нет;https://static.tildacdn.com/stor3931-3232-4639-b531-376565323036/80496317.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/588462783382-porolonovii-polirovalnii-krug-polirovoch
Полировальные круги и пады;MaxShine;Low pro Поролоновый полировальный круг MaxShine, 150-170*20 мм, полирующий средний, желтый;950;2072170Y;нет;https://static.tildacdn.com/stor3731-3539-4361-a232-666565636438/75002066.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/710467645662-low-pro-porolonovii-polirovalnii-krug-ma
Полировальные круги и пады;MaxShine;High Pro Поролоновый полировальный круг MaxShine, 155-175*30 мм, полирующий мягкий, желтый;1050;2022175Y;нет;https://static.tildacdn.com/stor6164-3935-4631-b231-373266626439/83352244.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/449658468102-high-pro-porolonovii-polirovalnii-krug-m
Полировальные круги и пады;MaxShine;High pro Поролоновый полировальный круг MaxShine, 130-155*30 мм, полирующий мягкий, желтый;950;2022155Y;нет;https://static.tildacdn.com/stor6164-3935-4631-b231-373266626439/83352244.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/906955804982-high-pro-porolonovii-polirovalnii-krug-m
Полировальные круги и пады;MaxShine;Low pro Поролоновый полировальный круг MaxShine, 125-148*20 мм, полировочный средний, желтый;803;2072148Y;нет;https://static.tildacdn.com/stor3731-3539-4361-a232-666565636438/75002066.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/684104929882-low-pro-porolonovii-polirovalnii-krug-ma
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг полировочный средний желтый 130-150*20 мм MaxShine;709;2022148Y;нет;https://static.tildacdn.com/stor3931-3232-4639-b531-376565323036/80496317.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/881559852802-porolonovii-polirovalnii-krug-polirovoch
Полировальные круги и пады;MaxShine;High pro Поролоновый полировальный круг MaxShine, 155-175*30 мм, средний полутвердый, синий;1120;2021175B;нет;https://static.tildacdn.com/stor3065-3638-4262-b662-303066656361/61755371.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/551582794462-high-pro-porolonovii-polirovalnii-krug-m
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг режущий жесткий Синий 150-165*20 мм MaxShine;850;2021165B;нет;https://static.tildacdn.com/stor3434-6438-4563-b863-626338626461/68029113.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/123181795972-porolonovii-polirovalnii-krug-rezhuschii
Полировальные круги и пады;;High pro Поролоновый полировальный круг MaxShine, 130-155*30 мм, средний полутвердый, синий;990;2021155B;нет;https://static.tildacdn.com/stor3634-3339-4937-b633-666431363565/76448172.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/435351814782-high-pro-porolonovii-polirovalnii-krug-m
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг режущий полутвердый Синий 130-150*20 мм MaxShine;790;2021148B;нет;https://static.tildacdn.com/stor3434-6438-4563-b863-626338626461/68029113.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/664927607742-porolonovii-polirovalnii-krug-rezhuschii
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг финишный мягкий красный 150-165*20 мм MaxShine;800;2023165R;нет;https://static.tildacdn.com/stor6164-6466-4338-a564-336539656138/78911224.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/928955351762-porolonovii-polirovalnii-krug-finishnii
Полировальные круги и пады;MaxShine;Low pro Поролоновый полировальный круг MaxShine, 150-170*20 мм, финишный мягкий, красный;890;2073170R;нет;https://static.tildacdn.com/stor3036-3938-4330-b935-646638653334/12655062.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/119146338382-low-pro-porolonovii-polirovalnii-krug-ma
Полировальные круги и пады;MaxShine;High Pro Поролоновый полировальный круг MaxShine, 155-175*30 мм, финишный ультра-мягкий, красный;964;2023175R;нет;https://static.tildacdn.com/stor6462-6539-4735-b239-356365643962/97799702.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/158935601002-high-pro-porolonovii-polirovalnii-krug-m
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг финишный мягкий красный 130-150*20 мм MaxShine;750;2023148R;нет;https://static.tildacdn.com/stor3833-3236-4731-a330-306237623763/86367414.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/387855246822-porolonovii-polirovalnii-krug-finishnii
Полировальные круги и пады;MaxShine;Low pro Поролоновый полировальный круг MaxShine, 125-148*20 мм, финишный мягкий, красный;800;2073148R;нет;https://static.tildacdn.com/stor3036-3938-4330-b935-646638653334/12655062.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/600358026582-low-pro-porolonovii-polirovalnii-krug-ma
Полировальные круги и пады;MaxShine;High pro Поролоновый полировальный круг MaxShine, 130-155*30 мм, финишный ультра-мягкий, красный;850;2023155R;нет;https://static.tildacdn.com/stor6462-6539-4735-b239-356365643962/97799702.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/910683451002-high-pro-porolonovii-polirovalnii-krug-m
Полировальные круги и пады;MaxShine;Flat Поролоновый полировальный круг режущий жесткий зеленый 130*25 мм MaxShine;890;2031140G;нет;https://static.tildacdn.com/stor6438-3462-4039-b338-663466613262/13863369.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/383613066892-flat-porolonovii-polirovalnii-krug-rezhu
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг режущий жесткий зеленый 75-85x25мм, скругленный край MaxShine;630;2031085G;нет;https://static.tildacdn.com/stor3431-3034-4333-b963-383836323334/39269918.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/361483411372-porolonovii-polirovalnii-krug-rezhuschii
Полировальные круги и пады;MaxShine;Flat Поролоновый полировальный круг полирующий мягкий желтый 130*25 мм MaxShine;850;2032140Y;нет;https://static.tildacdn.com/stor3565-6633-4161-b431-616661393263/68737112.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/136500605132-flat-porolonovii-polirovalnii-krug-polir
Полировальные круги и пады;MaxShine;Flat Поролоновый полировальный круг финишный очень мягкий красный 130*25 мм MaxShine;850;2033140R;нет;https://static.tildacdn.com/stor6562-6463-4636-b539-326633323639/12962786.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/790497641832-flat-porolonovii-polirovalnii-krug-finis
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг финишный мягкий красный 75-85*25мм, скругленный край MaxShine;620;2033085R;нет;https://static.tildacdn.com/stor3635-3139-4134-b533-366635356138/19514147.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/618276945512-porolonovii-polirovalnii-krug-finishnii
Полировальные круги и пады;MaxShine;Поролоновый полировальный круг полировочный средний желтый 75-85*25мм, скругленный край MaxShine;586;2032085Y;нет;https://static.tildacdn.com/stor3938-3333-4531-b832-653663356165/43914095.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/385758555712-porolonovii-polirovalnii-krug-polirovoch
Полировальные круги и пады;MaxShine;Универсальный поролоновый полировальный круг AIO MaxShine, 150-165*25 мм, волнистый;850;2091150O;нет;https://static.tildacdn.com/stor3235-6238-4461-b766-303063373461/38184144.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/338129446332-universalnii-porolonovii-polirovalnii-kr
Подложки к полировальникам;MaxShine;"Подложка для эксцентриковой машинки 125мм (5"") MaxShine, резьба 5/16""-24 UNF";841;3011125.0;нет;https://static.tildacdn.com/stor3238-3262-4262-a638-636663643861/43695529.png;http://carshine26.ru/podlozhki-k-polirovalnikam/tproduct/719449434192-podlozhka-dlya-ekstsentrikovoi-mashinki
Подложки к полировальникам;MaxShine;"Подложка для эксцентриковой машинки 70 мм (3"") MaxShine, резьба 5/16""-24 UNF";463;3013070.0;нет;https://static.tildacdn.com/stor3961-3733-4234-a166-393161356338/91186851.png;http://carshine26.ru/podlozhki-k-polirovalnikam/tproduct/174367459932-podlozhka-dlya-ekstsentrikovoi-mashinki
Подложки к полировальникам;MaxShine;MaxShine Подложка для роторной полировальной машинки 75 мм (10 мм);700;3081075.0;нет;https://static.tildacdn.com/stor3937-3363-4564-b234-383561393664/57428892.png;http://carshine26.ru/podlozhki-k-polirovalnikam/tproduct/746006368072-maxshine-podlozhka-dlya-rotornoi-polirov
Подложки к полировальникам;MaxShine;Подложка для роторной машинки 50 мм MaxShine, М14, толщина 22 мм, полиуретан;444;3041050.0;нет;https://static.tildacdn.com/stor6466-3261-4433-a631-386631643439/27750977.png;http://carshine26.ru/podlozhki-k-polirovalnikam/tproduct/245393918832-podlozhka-dlya-rotornoi-mashinki-50-mm-m
Составы для полировки;Leraton;Обезжириватель на спиртовой основе LERATON G8 473мл;430;;нет;https://static.tildacdn.com/stor3934-6139-4431-b436-383561346662/74347167.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/431942463212-obezzhirivatel-na-spirtovoi-osnove-lerat
Составы для полировки;Leraton;Обезжириватель-антисиликон на сольвентной основе LERATON G8S 473мл;530;;нет;https://static.tildacdn.com/stor6261-3838-4036-b239-386633366439/37835286.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/925350549532-obezzhirivatel-antisilikon-na-solventnoi
Составы для полировки;Smart Open;Smart Open Очиститель от жира, масла, силикона Degreaser 500мл;290;;нет;https://static.tildacdn.com/stor3235-3930-4466-b536-666436636436/82815329.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/785590345302-smart-open-ochistitel-ot-zhira-masla-sil
Составы для полировки;Foam Heroes;Foam Heroes Easy Prep очиститель-обезжириватель на спиртовой основе, 500мл;395;;нет;https://static.tildacdn.com/stor3163-6631-4261-a432-383930613938/48578348.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/777232479662-foam-heroes-easy-prep-ochistitel-obezzhi
Составы для полировки;Sonax;SONAX ProfiLine Paint Prepare cредство для подготовки поверхности к покраске, 400мл;1284;;нет;https://static.tildacdn.com/stor3134-6535-4164-a562-363231623530/73306109.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/338999502622-sonax-profiline-paint-prepare-credstvo-d
Составы для полировки;Foam Heroes;Foam Heroes Easy Prep очиститель-обезжириватель на спиртовой основе, 3л;1545;;нет;https://static.tildacdn.com/stor3830-3836-4164-a662-323439373439/47232279.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/895484068232-foam-heroes-easy-prep-ochistitel-obezzhi
Составы для полировки;FIREBALL;FIREBALL Обезжириватель кузова IPA Reborn 500мл;1165;;нет;https://static.tildacdn.com/stor3636-3065-4535-b932-623236376334/70018261.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/719686355152-fireball-obezzhirivatel-kuzova-ipa-rebor
Составы для полировки;CarPro;CarPro Обезжириватель Eraser 500мл;1779;;нет;https://static.tildacdn.com/stor3836-3166-4137-b736-613332653037/27226507.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/348571392202-carpro-obezzhirivatel-eraser-500ml
Составы для полировки;3D;3D Обезжириватель Wipe 0,473мл;1999;;нет;https://static.tildacdn.com/stor3638-6532-4463-b339-383036393832/11661729.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/510009031242-3d-obezzhirivatel-wipe-0473ml
Полировка стекол;;Полироль MIRKA Polarshine E3 Glass Polishing Compound - 250ml;2900;;нет;https://static.tildacdn.com/stor3966-6134-4234-b332-313631336461/87511206.png;http://carshine26.ru/polirovka-stekol/tproduct/818432472202-polirol-mirka-polarshine-e3-glass-polish
Полировка стекол;;Mirka Polarshine E3 полировальная паста для стекла, 1л.;8200;;нет;https://static.tildacdn.com/stor6630-6532-4262-b631-363736656439/92122571.png;http://carshine26.ru/polirovka-stekol/tproduct/645139681562-mirka-polarshine-e3-polirovalnaya-pasta
Полировка стекол;CarPro;CarPro Паста для очистки и полировки стекла CeriGlass 500мл;4600;;нет;https://static.tildacdn.com/stor3535-3636-4230-a336-663465333337/68377338.png;http://carshine26.ru/polirovka-stekol/tproduct/117761211942-carpro-pasta-dlya-ochistki-i-polirovki-s
Полировка стекол;;Шлифовальные круги Mirka Abralon Ø 150 мм P180;350;;нет;https://static.tildacdn.com/stor6339-3362-4232-a135-383164393639/80867886.png;http://carshine26.ru/polirovka-stekol/tproduct/241156478702-shlifovalnie-krugi-mirka-abralon-150-mm
Полировка стекол;;Шлифовальные круги Mirka Abralon Ø 150 мм P360;350;;нет;https://static.tildacdn.com/stor3538-6664-4965-b339-366164396536/55104308.png;http://carshine26.ru/polirovka-stekol/tproduct/705736019962-shlifovalnie-krugi-mirka-abralon-150-mm
Полировка стекол;;Шлифовальные круги Mirka Abralon Ø 150 мм P500;350;;нет;https://static.tildacdn.com/stor3538-6664-4965-b339-366164396536/55104308.png;http://carshine26.ru/polirovka-stekol/tproduct/743485613852-shlifovalnie-krugi-mirka-abralon-150-mm
Полировка стекол;;Шлифовальные круги Mirka Abralon Ø 150 мм P600;350;;нет;https://static.tildacdn.com/stor3538-6664-4965-b339-366164396536/55104308.png;http://carshine26.ru/polirovka-stekol/tproduct/948049646172-shlifovalnie-krugi-mirka-abralon-150-mm
Полировка стекол;;Шлифовальные круги Mirka Abralon Ø 150 мм P1000;350;;нет;https://static.tildacdn.com/stor6339-3362-4232-a135-383164393639/80867886.png;http://carshine26.ru/polirovka-stekol/tproduct/797454548432-shlifovalnie-krugi-mirka-abralon-150-mm
Полировка стекол;;Шлифовальные круги Mirka Abralon Ø 150 мм P2000;350;;нет;https://static.tildacdn.com/stor6339-3362-4232-a135-383164393639/80867886.png;http://carshine26.ru/polirovka-stekol/tproduct/480754288282-shlifovalnie-krugi-mirka-abralon-150-mm
Полировка стекол;;Шлифовальные круги Mirka Abralon Ø 150 мм P3000;400;;нет;https://static.tildacdn.com/stor6339-3362-4232-a135-383164393639/80867886.png;http://carshine26.ru/polirovka-stekol/tproduct/814903474282-shlifovalnie-krugi-mirka-abralon-150-mm
Полировка стекол;;Шлифовальные круги Mirka Abralon Ø 150 мм P4000;400;;нет;https://static.tildacdn.com/stor6339-3362-4232-a135-383164393639/80867886.png;http://carshine26.ru/polirovka-stekol/tproduct/494168360082-shlifovalnie-krugi-mirka-abralon-150-mm
Полировка стекол;;SANDWOX SUPERFINE FOAM p3000 150мм;300;;нет;https://static.tildacdn.com/stor3463-6631-4433-a366-653162373330/77791614.png;http://carshine26.ru/polirovka-stekol/tproduct/531986858322-sandwox-superfine-foam-p3000-150mm
Составы для полировки;GYEON;GYEON Адгезионный состав перед нанесением защитных покрытий (подложка) Q2M Prep 1000мл;3690;;нет;https://static.tildacdn.com/stor3466-6238-4238-b361-313130316331/56866451.png;http://carshine26.ru/sostavy-dlya-polirovki/tproduct/779674439592-gyeon-adgezionnii-sostav-pered-nanesenie
Полировальные круги и пады;Sonax;Sonax Жёсткий полировальный круг (красный) Polishing Sponge Red 160мм;1558;;нет;https://static.tildacdn.com/stor6239-6561-4761-b932-633333313032/56903396.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/796111179472-sonax-zhyostkii-polirovalnii-krug-krasni
Полировальные круги и пады;Sonax;Sonax Твёрдый полировочный круг (красный) 143мм;2155;;нет;https://static.tildacdn.com/stor3338-6538-4432-b433-313331333937/65981750.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/762567537972-sonax-tvyordii-polirovochnii-krug-krasni
Полировальные круги и пады;Sonax;SONAX Полировальный круг чёрный супер мягкий 160мм;1019;;нет;https://static.tildacdn.com/stor6161-3063-4331-a235-346664306366/17127871.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/398858421992-sonax-polirovalnii-krug-chyornii-super-m
Полировальные круги и пады;GYEON;GYEON Меховой полировальный круг режущий Rotary Wool Heavy Cut 130мм;1790;;нет;https://static.tildacdn.com/stor3734-3132-4762-a566-666535393939/84533542.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/671220677362-gyeon-mehovoi-polirovalnii-krug-rezhusch
Полировальные круги и пады;GYEON;GYEON Меховой полировальный круг агрессивный Q2M Rotary Wool Cut 130мм;1790;;нет;https://static.tildacdn.com/stor6464-6234-4938-b666-343734303532/60936951.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/340925714292-gyeon-mehovoi-polirovalnii-krug-agressiv
Полировальные круги и пады;GYEON;GYEON Мягкий полировальный круг Q2M Eccentric Polish 125х145x20мм;1150;;нет;https://static.tildacdn.com/stor6336-3862-4735-b336-323834636564/99380293.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/984400064862-gyeon-myagkii-polirovalnii-krug-q2m-ecce
Полировальные круги и пады;GYEON;GYEON Особо твердый полировальный круг Q2M Eccentric Heavy Cut 125х145x20мм;1150;;нет;https://static.tildacdn.com/stor6264-6264-4636-b562-636164613565/50231271.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/827346717142-gyeon-osobo-tverdii-polirovalnii-krug-q2
Полировальные круги и пады;ZviZZer;КРАСНЫЙ жесткий режущий полировальный круг ТРАПЕЦИЯ ZviZZer 90/25/80;450;ZV-TR00009025HC;нет;https://static.tildacdn.com/stor3539-6265-4032-b031-653039643533/58385817.png;http://carshine26.ru/polirovalnye-krugi-i-pady/tproduct/557367122792-krasnii-zhestkii-rezhuschii-polirovalnii
Протирочный материал;Dry Monster;DRY MONSTER PREMIUM (Orange) Микрофибра для сушки двойная крученая петля оранжевая 50х60 700gsm;790;;нет;https://static.tildacdn.com/stor6263-6363-4339-a232-343637383438/69489005.png;http://carshine26.ru/protirochnyj-material/tproduct/344176715442-dry-monster-premium-orange-mikrofibra-dl
Протирочный материал;Dry Monster;DRY MONSTER PREMIUM (Green) Микрофибра для сушки двойная крученая петля зеленая 50х60 700gsm;790;;нет;https://static.tildacdn.com/stor6631-3431-4537-b065-383032623636/94836870.png;http://carshine26.ru/protirochnyj-material/tproduct/245554594012-dry-monster-premium-green-mikrofibra-dly
Протирочный материал;Dry Monster;DRY MONSTER ПОЛОТЕНЦЕ 40*40 см микрофибра для сушки авто, цвет ЗЕЛЕНЫЙ;220;;нет;https://static.tildacdn.com/stor6433-3766-4136-b761-303861666262/98803835.png;http://carshine26.ru/protirochnyj-material/tproduct/595314964242-dry-monster-polotentse-4040-sm-mikrofibr
Протирочный материал;Dry Monster;: DRY MONSTER ПОЛОТЕНЦЕ 40*40 см микрофибра для сушки авто, цвет КОРАЛЛОВЫЙ;220;;нет;https://static.tildacdn.com/stor6464-3037-4435-b762-346235333437/32190024.png;http://carshine26.ru/protirochnyj-material/tproduct/254570369312--dry-monster-polotentse-4040-sm-mikrofib
Протирочный материал;Dry Monster;"DRY MONSTER ПОЛОТЕНЦЕ 40*40 см ""Universal PREMIUM"" микрофибра для сушки авто, цвет БЕЖЕВЫЙ";220;;нет;https://static.tildacdn.com/stor6435-3264-4866-b832-393130633163/20345971.png;http://carshine26.ru/protirochnyj-material/tproduct/304250819912-dry-monster-polotentse-4040-sm-universal
Протирочный материал;Dry Monster;"DRY MONSTER ПОЛОТЕНЦЕ 40*40 см ""Universal PREMIUM"" микрофибра для сушки авто, цвет ЗЕЛЕНЫЙ";220;;нет;https://static.tildacdn.com/stor6566-6561-4139-b331-376236633736/94232364.png;http://carshine26.ru/protirochnyj-material/tproduct/216314326522-dry-monster-polotentse-4040-sm-universal
Протирочный материал;Dry Monster;"DRY MONSTER ПОЛОТЕНЦЕ 40*40 см ""Universal PREMIUM"" микрофибра для сушки авто, цвет СИНИЙ";220;;нет;https://static.tildacdn.com/stor3263-3938-4231-a631-656631663837/13765132.png;http://carshine26.ru/protirochnyj-material/tproduct/709289207782-dry-monster-polotentse-4040-sm-universal
Протирочный материал;Dry Monster;Dry Monster Big Waffle Blue микрофибра вафельная 35х40 300гр;300;;нет;https://static.tildacdn.com/stor3233-3237-4637-a332-373662306537/41903925.png;http://carshine26.ru/protirochnyj-material/tproduct/216683768902-dry-monster-big-waffle-blue-mikrofibra-v
Протирочный материал;Dry Monster;DRY MONSTER НАБОР полотенец из 3-х штук 35*40 см для стекол, 40*40 см для салона, 50*60 см Стандарт, цвет КОРАЛЛОВЫЙ, в упаковке;890;;нет;https://static.tildacdn.com/stor3562-3065-4364-b764-376239663765/54331295.png;http://carshine26.ru/protirochnyj-material/tproduct/509822695952-dry-monster-nabor-polotenets-iz-3-h-shtu
Протирочный материал;Dry Monster;DRY MONSTER НАБОР полотенец из 3-х штук 35*40 см для стекол, 40*40 см для салона, 50*60 см Стандарт, цвет ФИСТАШКОВЫЙ в упаковке;890;;нет;https://static.tildacdn.com/stor3064-6234-4332-b639-626666313065/82214619.png;http://carshine26.ru/protirochnyj-material/tproduct/152758222942-dry-monster-nabor-polotenets-iz-3-h-shtu
